scenario,avian_included,prob_scenario,lead_days,threat_class,representative_pathogen,panel_target,avian_influenza,avian_influenza_label,probability_note,annual_event_probability,useful_warning_probability_given_event,combined_prob,conditional_Bd,expected_annual_contribution,expected_deaths_averted_per_year,expected_infections_averted_per_year,cost_per_arriving_flight_contribution,pct_of_portfolio_ev,portfolio_view
B_screening_plus_countermeasures,True,low,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,345432451.99984366,86358.11299996091,0.024218383361118697,0.4892602699215897,5.914939246572665,3.871463207936871,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,111900783.85525835,111900.78385525834,0.013235736077655408,2941.274683923498,7.6644372503601605,5.016549720523942,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,2764384500.191813,691096.1250479532,0.18942302276926437,25.256403035902178,47.33535103068173,10.058707633990808,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.002,0.03,6e-05,95103937316.2905,5706236.23897743,1.6017157357496397,89.60647472725029,390.838098560098,83.0526462789451,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,2824303959.3935056,141215.1979696753,0.039793492548699474,0.07689563777526523,9.672273833539403,2.05534706153147,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,794566729.2649114,198641.68231622785,0.055697791115069346,1.1252079013144993,13.605594679193688,2.891173215888567,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,133436189.84063351,133436.1898406335,0.015878228696821872,3528.4952659604855,9.139465057577638,1.9421258096440577,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,4965842586.359615,1241460.6465899039,0.3402993112260369,45.373241496803985,85.03155113629478,9.7539829288597,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.002,0.03,6e-05,180167707075.81116,10810062.424548669,3.0343331604188015,169.75290407937572,740.415234558128,84.93315083211509,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.001,0.05,5e-05,4522189045.440847,226109.45227204237,0.06372418084716802,0.1231385137143315,15.486948785756327,1.7765103900581867,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.05,0.00025,1246807123.926026,311701.7809815065,0.08739256221458849,1.7655063073653843,21.349437053527843,2.4489973636619866,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,low,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.05,0.001,138396056.06113338,138396.0560611334,0.0165538816589685,3678.6403686597346,9.479181921995439,1.0873584853050333,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,345079882.5488643,1380319.5301954572,0.3783569262538924,50.44759016718445,94.54243357503131,8.606126463992457,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.01,0.15,0.0015,8164852852.224505,12247279.278336758,3.437668248171537,192.3171047928135,838.8547450915587,76.36031513244998,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,436335889.44759166,436335.8894475917,0.12293994755873039,0.2375651160555122,29.886019825177513,2.720501857155397,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,127236726.96956265,508946.9078782506,0.14275095176181302,2.8838576113497627,34.85937725193497,3.1732228348880307,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,73295988.77919096,1465919.7755838195,0.17278945453242447,38397.656562760945,100.40546408108352,9.139833711514136,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,1024229240.7837348,4096916.9631349393,1.1229260186596393,149.72346915462217,280.6107508996534,7.905348347421683,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.01,0.15,0.0015,28605454452.896774,42908181.67934516,12.044170266535149,673.7997351907771,2938.9165533798055,82.79497148268375,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,1199778685.7938857,1199778.6857938857,0.3380542617092325,0.6532449501627792,82.1766223146497,2.315074612533722,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,345432451.99984366,1381729.8079993746,0.38749413377789915,7.8281643187454355,94.63902794516264,2.6661647166734057,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,111900783.85525835,2238015.6771051674,0.2647147215531082,58825.49367846997,153.28874500720326,4.318440840687458,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,2764384500.191813,11057538.000767251,3.03076836430823,404.10244857443485,757.3656164909077,6.809468730127809,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.01,0.15,0.0015,95103937316.2905,142655905.97443575,40.04289339374099,2240.1618681812574,9770.952464002448,87.85056228914334,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,2824303959.3935056,2824303.9593935055,0.7958698509739894,1.5379127555053047,193.44547667078805,1.7392668688574056,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,794566729.2649114,3178266.9170596455,0.8911646578411095,18.00332642103199,217.689514867099,1.9572448393318358,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,133436189.84063351,2668723.796812671,0.3175645739364375,70569.90531920973,182.7893011515528,1.643457272539592,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,4965842586.359615,19863370.34543846,5.4447889796165905,725.9718639488638,1360.5048181807165,6.568742769218159,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.01,0.15,0.0015,180167707075.81116,270251560.6137167,75.85832901047004,4243.822601984393,18510.3808639532,89.37118695261829,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.005,0.2,0.001,4522189045.440847,4522189.045440847,1.2744836169433604,2.46277027428663,309.7389757151265,1.495471114754641,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.2,0.004,1246807123.926026,4987228.495704104,1.3982809954334159,28.24810091784615,341.5909928564455,1.6492579330636226,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,base,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.1,0.2,0.020000000000000004,138396056.06113338,2767921.1212226683,0.33107763317937006,73572.80737319471,189.58363843990878,0.9153412303452816,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,345079882.5488643,6901597.650977287,1.8917846312694622,252.23795083592228,472.7121678751567,6.511090251441847,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,8164852852.224505,85730954.9483573,24.063677737200756,1346.2197335496942,5871.983215640911,80.88011113368891,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,436335889.44759166,3490687.1155807334,0.9835195804698431,1.9005209284440976,239.0881586014201,3.2931764496403226,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,127236726.96956265,2544734.5393912536,0.7137547588090652,14.419288056748815,174.2968862596749,2.4007479267632372,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,2,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,73295988.77919096,7329598.8779190965,0.8639472726621222,191988.2828138047,502.0273204054176,6.914874238465685,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,1024229240.7837348,20484584.8156747,5.614630093298198,748.617345773111,1403.0537544982672,5.8772750761877255,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,28605454452.896774,300357271.7554161,84.30919186574603,4716.598146335439,20572.415873658636,86.17613308369646,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,1199778685.7938857,9598229.486351086,2.70443409367386,5.225959601302233,657.4129785171976,2.753848098131606,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,345432451.99984366,6908649.0399968745,1.937470668889496,39.14082159372719,473.1951397258133,1.9821749465887093,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,5,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,111900783.85525835,11190078.385525836,1.3235736077655407,294127.4683923498,766.4437250360162,3.210568795395514,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,2764384500.191813,55287690.003836274,15.153841821541153,2020.5122428721747,3786.8280824545395,5.000205221406604,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,95103937316.2905,998591341.8210502,280.3002537561869,15681.133077268798,68396.66724801714,90.31235779752382,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,2824303959.3935056,22594431.675148044,6.3669588077919155,12.303302044042438,1547.5638133663044,2.043434898961249,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,794566729.2649114,15891334.58529823,4.455823289205548,90.01663210515997,1088.4475743354953,1.437208430357898,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,10,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,133436189.84063351,13343618.984063352,1.5878228696821872,352849.5265960486,913.9465057577638,1.2067936517504037,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,SARS-like respiratory virus,SARS-CoV-2,sarbecovirus/coronavirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,4965842586.359615,99316851.72719233,27.223944898082955,3629.8593197443192,6802.524090903584,4.807132611948475,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Avian-influenza-like respiratory virus,pandemic H5N1-like stress scenario,influenza A / avian influenza broad panel,True,Illustrative avian-influenza stress test; not a validated H5N1 estimate.,UNSOURCED SCENARIO ASSUMPTION — illustrative only,0.03,0.35,0.010499999999999999,180167707075.81116,1891760924.296017,531.0083030732902,29706.758213890746,129572.66604767239,91.56498091756676,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Ebola-like viral haemorrhagic fever,Ebola,filovirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.02,0.4,0.008,4522189045.440847,36177512.36352678,10.195868935546883,19.70216219429304,2477.911805721012,1.7510633540779388,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,Mpox-like orthopoxvirus,Mpox,orthopoxvirus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.05,0.4,0.020000000000000004,1246807123.926026,24936142.478520527,6.991404977167081,141.24050458923077,1707.9549642822278,1.2069587551361103,B_screening_plus_countermeasures_with_avian
B_screening_plus_countermeasures,True,high,14,High-burden enteric outbreak,Norovirus,enteric virus broad panel,False,,UNSOURCED SCENARIO ASSUMPTION,0.25,0.4,0.1,138396056.06113338,13839605.606113339,1.6553881658968501,367864.0368659735,947.9181921995438,0.6698643612706986,B_screening_plus_countermeasures_with_avian
